610055210,35065.858,0.13043
225056890,37569.871,1
205407076,38839.3,0.30028
255200744,39037.317,0.5
205353271,39590.443,0.37433
205752674,39939.387,0.32253
255206175,40080.749,0.19231
255206174,40242.509,0.37647
205101182,40497.338,0.31281
205801613,41135.394,0.31787
205801616,41313.033,0.31714
205301892,42018.05,0.33926
240204851,42051.841,0
205204654,42299.993,0.22222
205255253,42315.99,0.27168
205407075,42574.895,0.24711
205852174,42903.058,0.41339
240205622,42997.345,0.58824
205852171,43194.637,0.14286
205607454,43199.521,0.5
205204651,43351.931,0.38806
205101181,43495.087,0.38462
205353274,43807.535,0.25612
205607456,43958.788,0.28655
205801618,44075.122,0.34434
205504971,44157.114,0.399
205553672,44251.808,0.36458
205801453,44472.667,0.25
205103111,44651.286,0.4
205905341,44843.026,0.31092
205607453,45173.66,0.3625
205554411,45329.027,0.23529
205104330,45681.571,0.37305
205207261,45759.262,0.34775
205801452,46040.518,0.25
205407071,46084.171,0.30769
205207267,46104.534,0.11111
210102757,46156.306,0.33333
205553673,46302.862,0.21446
205105065,46487.636,0.36271
205353275,46738.896,0.26316
205255251,46903.345,0.36106
205905344,47056.654,0.33692
205607452,47119.842,0.32804
205653431,47166.444,0.43365
205801612,47325.437,0.4359
205553674,47701.766,0.2779
205554412,47929.699,0.38836
235204134,47953.977,0.5
205300662,48307.975,0.35
205653434,48362.939,0.45396
205506984,49547.383,0.35955
205405718,49862.761,0.30233
210106080,49963.747,0.25
205301891,49996.068,0.38845
205506985,50075.657,0.33252
205405715,50747.296,0.45603
205652314,51401.765,0.47535
205504975,52408.077,0.33839
235204135,53223.835,0.1875
205905345,53620.027,0.36281
205105063,54769.798,0.32073
205504214,54789.103,0.31502
205506981,55033.562,0.3023
205300661,55209.635,0.3905
210052755,57813.111,0.2381
205057351,58303.098,0.39263
205103112,58361.357,0.40801
205057352,58388.809,0.48756
205652311,58859.053,0.42295
305011528,58941.342,1
205055901,59808.39,0.37838
205054608,62303.894,0.34369
205054605,64945.371,0.39489
205504211,66702.22,0.43307
205650912,68620.223,0.53206
205451111,72498.205,0.55011
205451112,75808.439,0.54601
205055902,80620.654,0.40042
205451113,81159.632,0.35847
205451114,83931.874,0.39326
205656352,86241.739,0.45319
205056351,90714.99,0.42305
